Date,Age,Organ,All DSA States,State unassigned,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Puerto Rico
1996,11-17 Years,Intestine,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,18-34 Years,All Donors,2940,0,62,44,31,363,37,23,0,56,137,64,6,137,38,32,38,46,42,5,64,108,110,94,15,61,17,16,4,51,26,173,94,7,140,24,23,166,0,28,2,86,208,34,2,53,51,7,104,11
1996,18-34 Years,Kidney,2792,0,61,40,31,324,32,23,0,55,131,62,6,124,38,30,36,45,40,5,58,106,108,93,13,55,16,15,4,48,25,162,89,7,136,24,20,161,0,28,2,86,200,33,2,52,51,7,98,10
1996,18-34 Years,Liver,1325,0,28,33,11,163,19,6,0,26,86,32,1,65,23,19,30,25,16,0,15,42,24,31,8,24,8,7,0,25,16,73,41,0,61,17,13,88,0,16,0,43,79,15,0,23,23,0,46,4
1996,18-34 Years,Heart,981,0,27,21,14,108,13,6,0,20,55,25,1,38,22,10,27,18,18,0,8,37,18,19,6,17,4,6,0,17,10,42,34,0,41,15,7,67,0,12,0,36,74,13,0,17,15,0,42,1
1996,18-34 Years,Pancreas,577,0,7,6,7,51,11,0,0,17,36,12,1,32,7,9,10,14,12,0,7,16,10,32,1,4,6,1,0,17,2,19,25,0,37,1,8,48,0,12,0,19,17,7,0,8,10,0,37,1
1996,18-34 Years,Lung,308,0,13,4,3,43,5,0,0,8,23,9,0,15,4,3,6,7,4,0,4,14,6,9,3,8,4,1,0,4,0,10,12,0,6,4,1,16,0,3,0,4,23,2,0,6,4,0,17,0
1996,18-34 Years,Intestine,9,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1996,35-49 Years,All Donors,3168,0,61,33,19,370,44,39,1,54,151,83,8,159,33,31,23,35,48,5,74,126,139,132,13,58,25,10,10,53,13,191,84,12,161,25,40,173,0,39,3,77,203,42,2,67,71,7,112,9
1996,35-49 Years,Kidney,3032,0,60,32,19,332,41,37,1,53,140,78,8,157,31,31,23,32,46,5,73,120,137,131,13,50,23,10,10,50,13,180,79,12,158,25,37,166,0,39,3,71,201,40,2,65,71,7,111,9
1996,35-49 Years,Liver,1130,0,11,14,3,149,23,7,0,19,68,19,2,60,13,10,12,17,23,0,19,47,32,28,5,16,9,7,0,23,6,77,32,0,66,10,16,77,0,24,0,30,73,9,0,19,28,0,27,0
1996,35-49 Years,Heart,671,0,4,9,1,76,16,7,0,9,37,15,0,25,15,5,6,16,22,0,14,31,21,19,6,3,4,5,0,17,4,43,16,0,33,11,4,47,0,14,0,22,48,5,0,13,12,0,16,0
1996,35-49 Years,Pancreas,348,0,1,2,2,37,6,0,0,14,9,3,1,10,4,5,4,6,7,0,10,15,17,31,1,3,3,0,0,8,1,11,14,0,32,5,6,26,0,7,0,8,3,2,0,3,11,0,20,0
1996,35-49 Years,Lung,229,0,3,1,1,49,2,0,0,3,13,4,0,13,2,5,0,3,5,0,6,12,7,5,2,7,1,1,0,2,1,12,7,0,8,3,1,17,0,2,0,7,5,2,0,5,5,0,7,0
1996,35-49 Years,Intestine,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1996,50-64 Years,All Donors,1659,0,35,24,8,199,17,16,0,32,109,30,4,66,22,16,21,12,30,4,27,72,69,70,6,35,9,4,2,29,6,118,37,2,71,11,26,142,0,12,1,34,88,20,2,25,41,1,51,3
1996,50-64 Years,Kidney,1593,0,34,23,8,190,16,16,0,32,102,29,4,66,22,16,21,11,28,4,27,71,69,69,6,32,7,4,2,26,5,106,32,2,70,11,26,137,0,11,1,33,83,19,2,25,40,1,51,3
1996,50-64 Years,Liver,854,0,17,19,3,104,10,5,0,21,67,13,4,26,11,9,15,9,17,0,8,38,26,29,3,24,5,1,0,22,3,65,18,0,36,7,20,82,0,6,0,9,46,5,0,14,17,0,20,0
1996,50-64 Years,Heart,179,0,0,0,2,19,0,2,0,7,8,1,1,9,3,1,3,4,3,0,2,7,5,10,0,5,0,1,0,3,2,10,7,0,6,3,5,20,0,1,0,5,8,1,0,4,1,0,10,0
1996,50-64 Years,Pancreas,81,0,0,0,1,5,0,0,0,5,1,0,0,1,2,3,3,1,4,0,1,2,5,13,0,0,1,0,0,2,0,2,1,0,9,0,0,6,0,1,0,1,1,0,0,0,2,0,8,0
1996,50-64 Years,Lung,74,0,0,1,0,8,0,1,0,1,2,2,0,5,2,0,1,1,4,0,3,2,4,5,0,1,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,4,6,0,0,2,0,0,5,0
1996,50-64 Years,Intestine,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1996,65 +,All Donors,384,0,7,0,0,36,6,3,0,1,37,4,0,18,3,1,1,5,4,0,5,22,5,25,2,11,2,1,0,10,0,51,6,0,16,1,6,50,0,2,0,5,18,1,0,11,3,0,5,0
1996,65 +,Kidney,324,0,7,0,0,24,4,3,0,1,27,4,0,17,3,1,1,5,4,0,5,21,5,23,2,7,2,1,0,9,0,35,6,0,12,1,6,49,0,2,0,4,14,1,0,11,2,0,5,0
1996,65 +,Liver,270,0,3,0,0,26,5,1,0,1,27,2,0,13,3,1,0,4,3,0,1,14,2,16,1,11,1,0,0,8,0,43,2,0,9,1,4,40,0,0,0,2,13,0,0,9,3,0,1,0
1996,65 +,Heart,12,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0
1996,65 +,Pancreas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,65 +,Lung,7,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1996,65 +,Intestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,All Ages,All Donors,8859,0,187,115,86,1032,125,85,3,129,518,239,18,405,128,67,132,110,153,12,169,339,346,351,31,205,70,29,4,144,61,579,220,15,409,112,125,522,0,70,4,214,581,105,10,144,180,7,232,37
1995,All Ages,Kidney,8398,0,185,111,83,924,116,82,3,128,498,232,15,384,121,65,125,105,142,12,162,325,340,340,29,184,63,28,4,140,58,530,209,15,393,104,120,493,0,69,4,210,550,103,10,140,174,7,226,37
1995,All Ages,Liver,4389,0,84,69,30,525,85,23,0,60,305,95,10,189,73,34,95,64,92,0,67,141,123,139,20,86,36,14,0,92,34,306,111,0,209,66,74,309,0,43,0,96,295,47,0,58,74,0,107,9
1995,All Ages,Heart,2491,0,41,36,16,268,47,21,0,32,154,59,1,97,60,11,55,37,58,0,45,79,70,67,17,53,15,10,0,43,20,117,75,0,100,46,45,173,0,22,0,78,210,35,0,45,44,0,86,3
1995,All Ages,Pancreas,1288,0,7,15,13,120,39,4,0,34,63,15,0,48,8,13,31,27,30,0,40,18,40,92,3,16,17,0,0,24,2,42,45,0,90,2,32,121,0,9,0,32,56,10,0,20,29,0,80,1
1995,All Ages,Lung,900,0,25,19,7,110,16,3,0,5,60,15,0,38,13,5,12,30,17,0,32,20,27,23,5,27,3,2,0,15,7,27,36,0,34,7,11,79,0,9,0,25,58,6,0,20,16,0,36,0
1995,All Ages,Intestine,123,0,0,3,0,1,9,0,0,3,17,3,0,6,0,0,2,0,4,0,7,0,0,42,0,3,1,0,0,0,0,5,2,0,0,0,0,7,0,0,0,3,2,0,0,0,2,0,0,1
1995,< 1 Year,All Donors,89,0,2,0,0,9,2,0,0,0,6,1,1,5,0,0,0,0,3,0,1,2,2,5,1,1,0,1,0,1,2,5,2,0,2,2,3,8,0,1,0,3,7,1,0,3,2,0,5,0
1995,< 1 Year,Kidney,26,0,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,2,1,1,0,1,0,0,2,0,0,0,2,3,0,0,0,1,0,0,0
1995,< 1 Year,Liver,51,0,1,0,0,4,2,0,0,0,4,1,0,3,0,0,0,0,3,0,1,2,1,3,0,0,0,0,0,0,1,3,2,0,1,2,0,7,0,0,0,1,3,0,0,0,2,0,4,0
1995,< 1 Year,Heart,69,0,1,0,0,8,2,0,0,0,3,1,1,4,0,0,0,0,1,0,1,0,2,3,1,1,0,1,0,1,1,4,1,0,1,2,3,7,0,1,0,2,7,1,0,3,1,0,4,0
1995,< 1 Year,Pancreas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,< 1 Year,Lung,13,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1995,< 1 Year,Intestine,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
1995,1-5 Years,All Donors,220,0,2,3,3,17,1,0,0,2,19,5,1,20,5,1,7,0,4,0,4,5,4,5,1,5,2,0,0,2,2,20,7,0,9,5,7,11,0,1,0,8,20,3,0,2,4,0,2,1
1995,1-5 Years,Kidney,195,0,2,2,2,12,1,0,0,2,16,5,0,18,5,1,6,0,4,0,4,5,4,5,1,4,2,0,0,2,2,16,7,0,8,5,6,11,0,1,0,8,17,3,0,2,3,0,2,1
1995,1-5 Years,Liver,184,0,1,3,3,13,1,0,0,2,16,4,1,18,5,1,5,0,4,0,2,5,4,5,1,5,2,0,0,2,2,17,6,0,9,4,5,7,0,1,0,8,14,1,0,2,2,0,2,1
1995,1-5 Years,Heart,73,0,1,0,1,5,0,0,0,0,3,1,0,8,1,0,2,0,0,0,2,3,2,2,0,4,1,0,0,1,1,6,4,0,2,2,4,1,0,0,0,4,6,2,0,1,2,0,1,0
1995,1-5 Years,Pancreas,6,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1995,1-5 Years,Lung,13,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1995,1-5 Years,Intestine,18,0,0,0,0,1,0,0,0,0,3,1,0,3,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
1995,6-10 Years,All Donors,183,0,2,6,0,18,1,1,0,4,13,4,1,5,8,2,2,2,5,0,0,4,5,5,0,2,0,1,0,10,3,10,9,0,6,3,1,12,0,1,0,3,15,4,0,1,4,0,7,3
1995,6-10 Years,Kidney,176,0,2,5,0,16,1,1,0,4,13,4,1,5,7,2,2,2,5,0,0,4,5,5,0,2,0,1,0,9,2,9,9,0,6,3,1,12,0,1,0,3,15,4,0,1,4,0,7,3
1995,6-10 Years,Liver,160,0,1,6,0,15,1,1,0,3,12,3,1,4,6,1,2,1,4,0,0,4,4,5,0,2,0,1,0,9,3,9,8,0,5,3,1,12,0,1,0,3,12,4,0,1,4,0,6,2
1995,6-10 Years,Heart,78,0,0,1,0,10,0,0,0,0,7,3,0,1,7,1,0,1,3,0,0,0,2,2,0,2,0,0,0,4,1,8,4,0,1,2,0,3,0,1,0,2,3,3,0,1,1,0,2,2
1995,6-10 Years,Pancreas,27,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,0,4,0,1,2,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0
1995,6-10 Years,Lung,26,0,0,1,0,2,0,0,0,1,4,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,1,2,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0
1995,6-10 Years,Intestine,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1995,11-17 Years,All Donors,709,0,20,18,9,67,19,6,0,11,45,20,0,33,12,9,21,9,22,0,10,14,24,15,2,10,5,0,0,10,10,22,10,0,33,19,14,41,0,6,0,24,61,9,0,10,16,0,20,3
1995,11-17 Years,Kidney,689,0,20,18,9,65,17,5,0,11,45,20,0,32,12,9,20,9,22,0,10,12,24,13,2,8,5,0,0,10,10,21,10,0,32,18,14,40,0,6,0,24,59,9,0,10,15,0,20,3
1995,11-17 Years,Liver,633,0,19,17,6,64,19,2,0,10,44,17,0,26,11,9,20,8,21,0,10,12,19,12,2,8,4,0,0,8,9,20,9,0,27,17,14,39,0,4,0,20,53,8,0,10,14,0,19,2
1995,11-17 Years,Heart,435,0,13,8,2,49,14,3,0,5,24,11,0,21,8,2,15,5,14,0,9,10,13,7,2,9,2,0,0,7,6,11,6,0,15,10,7,25,0,4,0,20,39,4,0,10,9,0,16,0
1995,11-17 Years,Pancreas,278,0,2,4,1,27,13,0,0,8,12,5,0,13,3,6,7,4,11,0,8,4,11,9,0,2,4,0,0,4,0,6,5,0,15,0,9,28,0,2,0,9,15,3,0,6,4,0,18,0
1995,11-17 Years,Lung,180,0,5,7,4,19,3,1,0,0,8,6,0,10,1,2,5,5,6,0,5,4,4,1,1,5,0,0,0,4,2,3,4,0,5,1,1,17,0,2,0,8,14,0,0,5,2,0,10,0
1995,11-17 Years,Intestine,17,0,0,0,0,0,4,0,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1995,18-34 Years,All Donors,2865,0,68,37,34,355,40,29,0,34,149,82,6,143,48,15,35,33,50,6,61,99,120,114,15,76,28,14,0,35,22,149,75,3,134,38,35,166,0,21,2,66,201,37,7,48,42,1,78,14
1995,18-34 Years,Kidney,2733,0,67,37,33,311,37,29,0,34,147,80,6,130,45,15,33,32,47,6,56,95,117,114,14,73,23,13,0,34,22,144,71,3,133,36,34,155,0,21,2,65,195,37,7,47,40,1,78,14
1995,18-34 Years,Liver,1337,0,33,21,12,167,28,10,0,14,94,25,2,60,26,5,23,20,28,0,31,31,38,47,10,28,18,9,0,25,8,52,35,0,64,20,24,92,0,11,0,26,96,20,0,23,19,0,38,4
1995,18-34 Years,Heart,1020,0,22,16,9,109,19,8,0,11,62,23,0,35,30,3,20,16,23,0,23,24,32,33,11,22,11,5,0,18,7,36,29,0,47,18,16,75,0,7,0,29,83,14,0,21,17,0,35,1
1995,18-34 Years,Pancreas,585,0,4,5,9,55,18,2,0,10,33,7,0,23,5,4,11,13,14,0,22,9,17,37,3,12,10,0,0,12,2,16,21,0,38,2,20,50,0,5,0,11,28,6,0,9,10,0,31,1
1995,18-34 Years,Lung,375,0,16,5,2,49,7,1,0,1,26,4,0,13,8,2,2,12,6,0,16,7,13,13,2,6,2,1,0,2,4,8,13,0,16,5,7,32,0,4,0,10,26,5,0,12,5,0,12,0
1995,18-34 Years,Intestine,26,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1995,35-49 Years,All Donors,2919,0,58,34,26,363,35,25,3,48,157,82,4,126,38,21,35,41,46,6,57,140,126,125,7,75,20,6,3,40,17,195,79,8,135,33,38,149,0,23,1,63,175,39,2,50,75,5,73,12
1995,35-49 Years,Kidney,2794,0,58,33,25,330,34,24,3,48,153,82,3,124,35,19,35,38,41,6,55,135,124,123,7,64,18,6,3,39,15,186,75,8,129,30,38,143,0,23,1,63,165,38,2,50,74,5,72,12
1995,35-49 Years,Liver,1020,0,15,10,4,132,16,7,0,18,58,23,4,40,15,5,24,17,21,0,11,48,34,32,3,17,5,2,0,23,6,83,32,0,50,16,12,72,0,15,0,18,65,11,0,11,21,0,24,0
1995,35-49 Years,Heart,616,0,4,8,4,69,7,8,0,12,40,16,0,24,11,2,14,10,14,0,4,36,15,14,2,10,1,3,0,11,3,35,24,0,26,10,7,47,0,7,0,14,56,9,0,8,10,0,21,0
1995,35-49 Years,Pancreas,296,0,1,3,2,34,7,2,0,11,11,2,0,12,0,0,8,7,2,0,5,4,9,28,0,1,2,0,0,4,0,16,14,0,23,0,2,30,0,2,0,8,11,1,0,5,8,0,21,0
1995,35-49 Years,Lung,211,0,3,3,0,32,4,1,0,2,14,3,0,7,3,0,2,7,3,0,6,7,7,6,0,12,0,1,0,5,0,5,13,0,8,1,1,18,0,1,0,3,14,1,0,2,6,0,10,0
1995,35-49 Years,Intestine,32,0,0,1,0,0,3,0,0,1,3,0,0,1,0,0,0,0,1,0,3,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1995,50-64 Years,All Donors,1559,0,30,17,14,172,24,21,0,28,100,35,5,62,15,16,27,21,19,0,29,51,59,68,5,32,13,7,1,40,5,128,33,4,74,11,24,107,0,15,1,42,88,12,1,27,31,1,41,3
1995,50-64 Years,Kidney,1515,0,30,16,14,162,24,21,0,27,98,33,5,62,15,16,24,20,19,0,29,50,58,67,5,30,13,7,1,40,5,121,31,4,71,11,24,105,0,15,1,40,85,12,1,27,31,1,41,3
1995,50-64 Years,Liver,788,0,11,12,5,107,15,2,0,12,54,17,2,30,8,11,17,14,9,0,10,23,19,25,4,24,5,2,0,23,5,78,18,0,41,4,16,58,0,9,0,16,45,3,0,10,10,0,14,0
1995,50-64 Years,Heart,193,0,0,3,0,17,5,2,0,4,15,4,0,4,3,3,4,5,3,0,6,5,4,6,1,4,0,1,0,1,1,16,7,0,7,2,8,15,0,2,0,7,14,2,0,1,4,0,7,0
1995,50-64 Years,Pancreas,91,0,0,2,1,1,1,0,0,5,2,0,0,0,0,2,4,3,0,0,5,1,2,14,0,1,1,0,0,0,0,3,3,0,12,0,1,9,0,0,0,2,1,0,0,0,7,0,8,0
1995,50-64 Years,Lung,81,0,0,3,0,6,2,0,0,1,7,1,0,5,0,0,2,6,0,0,4,2,2,1,1,2,1,0,0,0,0,6,4,0,5,0,0,7,0,1,0,4,2,0,0,1,2,0,3,0
1995,50-64 Years,Intestine,12,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,65 +,All Donors,314,0,5,0,0,31,3,3,0,2,29,10,0,11,2,3,5,4,4,0,7,24,6,14,0,3,2,0,0,6,0,50,5,0,16,1,3,28,0,2,0,5,14,0,0,3,6,0,6,1
1995,65 +,Kidney,269,0,5,0,0,26,2,2,0,2,24,8,0,11,2,3,5,4,4,0,7,23,6,12,0,2,2,0,0,6,0,32,5,0,13,1,3,25,0,2,0,5,11,0,0,3,6,0,6,1
1995,65 +,Liver,216,0,3,0,0,23,3,1,0,1,23,5,0,8,2,2,4,4,2,0,2,16,4,10,0,2,2,0,0,2,0,44,1,0,12,0,2,22,0,2,0,4,7,0,0,1,2,0,0,0
1995,65 +,Heart,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1995,65 +,Pancreas,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,65 +,Lung,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,65 +,Intestine,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,All Ages,All Donors,8203,0,194,108,74,974,105,61,1,138,444,211,20,356,126,108,107,115,159,10,121,319,329,318,33,196,53,34,8,124,42,504,229,13,375,92,102,478,0,87,8,181,561,93,6,142,188,8,224,24
1994,All Ages,Kidney,7806,0,189,106,69,876,98,61,1,136,419,204,18,327,124,105,103,113,153,10,114,311,321,310,32,187,48,34,8,121,39,480,218,13,366,91,101,439,0,87,8,176,535,90,6,132,177,8,218,24
1994,All Ages,Liver,4153,0,89,59,25,510,72,14,0,73,270,92,13,178,74,63,82,75,88,0,53,128,139,125,18,100,35,16,0,71,33,254,100,0,191,65,70,275,0,48,0,84,273,39,0,79,81,0,97,2
1994,All Ages,Heart,2527,0,48,47,21,288,53,12,0,38,136,60,4,99,62,31,55,43,65,0,25,70,71,91,17,52,16,11,0,38,23,131,81,0,96,42,41,160,0,28,0,63,191,20,0,63,48,0,87,0
1994,All Ages,Pancreas,1361,0,22,13,12,112,47,6,0,44,101,18,5,70,35,28,29,36,18,0,33,17,76,106,2,15,19,4,0,5,6,33,39,0,85,0,29,112,0,10,0,26,32,10,0,23,23,0,60,0
1994,All Ages,Lung,950,0,27,21,1,118,41,1,0,12,58,13,0,90,19,10,10,24,21,0,20,16,24,61,1,29,6,1,0,5,22,35,33,0,31,5,10,73,0,7,0,11,41,5,0,15,10,0,23,0
1994,All Ages,Intestine,61,0,2,2,0,1,5,0,0,3,6,0,0,6,0,1,1,0,0,0,0,0,0,16,0,5,0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,1,4,0,0,0,0,0,0,0
1994,< 1 Year,All Donors,93,0,1,0,5,11,2,0,0,2,9,3,0,5,0,0,0,2,1,0,0,1,2,6,0,3,1,0,0,3,0,3,2,0,2,0,1,4,0,0,0,3,11,2,0,2,5,0,1,0
1994,< 1 Year,Kidney,27,0,0,0,1,2,1,0,0,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0
1994,< 1 Year,Liver,62,0,1,0,4,8,0,0,0,2,8,2,0,3,0,0,0,2,1,0,0,0,2,2,0,3,0,0,0,1,0,2,0,0,2,0,1,4,0,0,0,2,8,0,0,1,2,0,1,0
1994,< 1 Year,Heart,71,0,0,0,5,9,2,0,0,0,6,2,0,4,0,0,0,1,1,0,0,1,2,6,0,2,1,0,0,2,0,3,2,0,1,0,1,1,0,0,0,3,6,2,0,2,5,0,1,0
1994,< 1 Year,Pancreas,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,< 1 Year,Lung,7,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,< 1 Year,Intestine,6,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,1-5 Years,All Donors,204,0,5,2,0,21,4,0,0,2,16,5,0,10,7,4,6,3,2,0,1,4,10,7,0,3,1,0,0,4,3,13,7,0,10,1,7,9,0,1,0,1,20,4,0,4,2,0,5,0
1994,1-5 Years,Kidney,181,0,4,2,0,15,3,0,0,2,15,4,0,9,7,4,5,3,1,0,1,4,9,6,0,3,1,0,0,4,3,12,6,0,10,1,6,8,0,1,0,1,19,4,0,3,1,0,4,0
1994,1-5 Years,Liver,168,0,5,2,0,20,3,0,0,2,14,4,0,8,5,3,5,1,1,0,1,2,7,6,0,3,1,0,0,2,3,11,4,0,9,1,6,9,0,1,0,1,15,4,0,3,2,0,4,0
1994,1-5 Years,Heart,82,0,2,1,0,12,2,0,0,2,5,1,0,2,5,2,5,0,2,0,0,1,3,3,0,2,0,0,0,0,1,4,2,0,2,1,3,4,0,0,0,0,7,0,0,2,2,0,4,0
1994,1-5 Years,Pancreas,16,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,1-5 Years,Lung,21,0,1,1,0,4,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1994,1-5 Years,Intestine,10,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1994,6-10 Years,All Donors,168,0,2,3,2,15,3,0,0,2,14,3,0,5,7,3,4,1,2,0,1,5,7,7,0,7,1,1,0,4,0,10,5,0,7,1,4,11,0,2,0,4,14,0,0,2,4,0,5,0
1994,6-10 Years,Kidney,162,0,2,3,2,14,3,0,0,2,14,3,0,5,7,3,4,1,1,0,1,5,7,7,0,7,1,1,0,4,0,10,5,0,7,1,4,10,0,2,0,4,12,0,0,2,3,0,5,0
1994,6-10 Years,Liver,145,0,2,2,1,14,3,0,0,2,13,2,0,4,7,2,4,1,2,0,1,5,5,7,0,6,1,1,0,4,0,9,4,0,4,1,3,11,0,2,0,2,11,0,0,2,2,0,5,0
1994,6-10 Years,Heart,54,0,0,0,0,5,3,0,0,0,6,3,0,0,3,0,2,0,0,0,0,1,1,3,0,3,0,0,0,1,0,5,1,0,1,0,3,4,0,1,0,1,2,0,0,1,1,0,3,0
1994,6-10 Years,Pancreas,32,0,1,0,1,2,1,0,0,1,2,0,0,1,3,1,0,0,0,0,1,0,2,5,0,0,0,0,0,1,0,0,2,0,3,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0
1994,6-10 Years,Lung,22,0,0,0,0,2,1,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
